academia_1,rede_1,cidade_1,estado_1,academia_2,rede_2,cidade_2,estado_2,distancia_km
Alphaville I,Smartfit,Barueri,São Paulo,ALPHAVILLE (SP),Skyfit,Barueri,São Paulo,0.22
Belmira Marin,Smartfit,São Paulo,São Paulo,GRAJAÚ,Panobianco,São Paulo,São Paulo,0.241
Vianas,Smartfit,São Bernardo do Campo,São Paulo,VIANAS,Panobianco,São Bernardo do Campo,São Paulo,0.628
Parque Boa Esperança,Smartfit,São Paulo,São Paulo,BOA ESPERANÇA,Panobianco,São Paulo,São Paulo,0.526
Residencial Cocaia,Smartfit,São Paulo,São Paulo,RESIDENCIAL COCAIA,Panobianco,São Paulo,São Paulo,0.676
Plaza Shopping,Smartfit,São Bernardo do Campo,São Paulo,MARECHAL – SÃO BERNARDO DO CAMPO (SP),Skyfit,São Bernardo do Campo,São Paulo,0.48
Vila Carmosina,Smartfit,São Paulo,São Paulo,Sábbado D’Angelo,Smartfit,São Paulo,São Paulo,0.666
D'avó São Miguel Paulista,Smartfit,São Paulo,São Paulo,VILA JACUÍ (SP),Skyfit,São Paulo,São Paulo,0.408
Vila Luzita,Smartfit,Santo André,São Paulo,VILA LUZITA,Panobianco,Santo André,São Paulo,0.311
Jardim Capela,Smartfit,São Paulo,São Paulo,VERA CRUZ,Panobianco,São Paulo,São Paulo,0.852
Mauá,Smartfit,Mauá,São Paulo,VILA MAGINI,Panobianco,Mauá,São Paulo,0.457
Caieiras,Smartfit,Caieiras,São Paulo,JARDIM SÃO FRANCISCO,Panobianco,Caieiras,São Paulo,0.892
Jandira Centro,Smartfit,Jandira,São Paulo,Jandira Ouro Verde,Smartfit,Jandira,São Paulo,0.377
Shopping Cidade Tiradentes,Smartfit,São Paulo,São Paulo,Cidade Tiradentes,Smartfit,São Paulo,São Paulo,0.59
Shopping Cidade Tiradentes,Smartfit,São Paulo,São Paulo,TIRADENTES – SÃO PAULO (SP),Skyfit,São Paulo,São Paulo,0.49
Itapecerica da Serra,Smartfit,Itapecerica da Serra,São Paulo,ITAPECERICA DA SERRA (SP),Skyfit,Itapecerica da Serra,São Paulo,0.563
Cidade Tiradentes,Smartfit,São Paulo,São Paulo,TIRADENTES – SÃO PAULO (SP),Skyfit,São Paulo,São Paulo,0.662
Cajamar,Smartfit,Cajamar,São Paulo,CAJAMAR,Panobianco,Cajamar,São Paulo,0.736
Itapevi Centro,Smartfit,Itapevi,São Paulo,Itapevi,Smartfit,Itapevi,São Paulo,0.59
Itapevi Centro,Smartfit,Itapevi,São Paulo,SANTA RITA,Panobianco,Itapevi,São Paulo,0.732
Itaim Paulista,Smartfit,São Paulo,São Paulo,ITAIM PAULISTA – SÃO PAULO (SP),Skyfit,,,0.685
Itaim Paulista,Smartfit,São Paulo,São Paulo,TIBURCIO,Panobianco,São Paulo,São Paulo,0.318
Itapevi,Smartfit,Itapevi,São Paulo,SANTA RITA,Panobianco,Itapevi,São Paulo,0.955
Shopping Bonsucesso,Smartfit,Guarulhos,São Paulo,PIMENTAS (SP),Skyfit,Guarulhos,São Paulo,0.021
Ribeirão Pires,Smartfit,Ribeirão Pires,São Paulo,FRANCISCO MONTEIRO,Panobianco,Ribeirão Pires,São Paulo,0.386
Cubatão,Smartfit,Cubatão,São Paulo,CUBATÃO CENTRO,Panobianco,Cubatão,São Paulo,0.829
Av. Imigrantes Italianos,Smartfit,Jundiaí,São Paulo,JUNDIAÍ – IMIGRANTES (SP),Skyfit,Jundiaí,São Paulo,0.112
Av. Fernando Costa,Smartfit,Mogi das Cruzes,São Paulo,MOGI DAS CRUZES (SP),Skyfit,Mogi das Cruzes,São Paulo,1.0
Av. Fernando Costa,Smartfit,Mogi das Cruzes,São Paulo,ALTO IPIRANGA,Panobianco,Mogi das Cruzes,São Paulo,0.97
Atibaia,Smartfit,Atibaia,São Paulo,ALVINÓPOLIS,Panobianco,Atibaia,São Paulo,0.44
Avenida Presidente Wilson,Smartfit,São Vicente,São Paulo,SÃO VICENTE CENTRO,Panobianco,São Vicente,São Paulo,0.553
Ana Costa II,Smartfit,Santos,São Paulo,Assaí Ana Costa,Smartfit,Santos,São Paulo,0.338
Emissário,Smartfit,Santos,São Paulo,CANAL 1,Panobianco,Santos,São Paulo,0.287
Pres. Costa e Silva,Smartfit,Praia Grande,São Paulo,CANTO DO FORTE – PRAIA GRANDE (SP),Skyfit,Praia Grande,São Paulo,0.227
Pres. Costa e Silva,Smartfit,Praia Grande,São Paulo,PARIS,Panobianco,Praia Grande,São Paulo,0.324
Ana Costa 1,Smartfit,Santos,São Paulo,BOQUEIRÃO,Panobianco,Santos,São Paulo,0.826
Vicente de Carvalho,Smartfit,Guarujá,São Paulo,VICENTE DE CARVALHO – GUARUJÁ (SP),Skyfit,Guarujá,São Paulo,0.79
Jacareí,Smartfit,Jacareí,São Paulo,JACAREÍ (SP),Skyfit,Jacareí,São Paulo,0.987
Jacareí,Smartfit,Jacareí,São Paulo,BOULEVARD JACAREÍ,Panobianco,Jacareí,São Paulo,0.752
Indaiatuba,Smartfit,Indaiatuba,São Paulo,INDAIATUBA,Panobianco,Indaiatuba,São Paulo,0.963
Abolição,Smartfit,Campinas,São Paulo,VILA MARIETA – CAMPINAS (SP),Skyfit,Campinas,São Paulo,0.551
Abolição,Smartfit,Campinas,São Paulo,WASHINGTON LUIZ,Panobianco,Campinas,São Paulo,0.352
Pereira Inácio,Smartfit,Sorocaba,São Paulo,SOROCABA – SHOP PANORÂMICO (SP),Skyfit,Sorocaba,São Paulo,0.94
Pereira Inácio,Smartfit,Sorocaba,São Paulo,DOM AGUIRRE,Panobianco,Sorocaba,São Paulo,0.371
Campinas Shopping,Smartfit,Campinas,São Paulo,AMOREIRAS – CAMPINAS (SP),Skyfit,Campinas,São Paulo,0.548
Campinas Shopping,Smartfit,Campinas,São Paulo,OZIEL,Panobianco,Campinas,São Paulo,0.802
Assaí Amoreiras,Smartfit,Campinas,São Paulo,CAMPINAS – VILA UNIÃO (SP),Skyfit,Campinas,São Paulo,0.942
Assaí Amoreiras,Smartfit,Campinas,São Paulo,RUY RODRIGUES,Panobianco,Campinas,São Paulo,0.204
General Carneiro,Smartfit,Sorocaba,São Paulo,GENERAL,Panobianco,Sorocaba,São Paulo,0.278
Cambuí II,Smartfit,Campinas,São Paulo,Jorge Krug,Smartfit,Campinas,São Paulo,0.852
Cambuí II,Smartfit,Campinas,São Paulo,CAMBUÍ,Panobianco,Campinas,São Paulo,0.255
Tauste Itavuvu,Smartfit,Sorocaba,São Paulo,VILA NOVA – SOROCABA (SP),Skyfit,Sorocaba,São Paulo,0.293
Tauste Itavuvu,Smartfit,Sorocaba,São Paulo,SANTOS DUMONT SOROCABA,Panobianco,Sorocaba,São Paulo,0.699
Shopping Cidade Sorocaba,Smartfit,Sorocaba,São Paulo,ALTÍNO ARANTES SOROCABA,Panobianco,Sorocaba,São Paulo,0.535
Jorge Krug,Smartfit,Campinas,São Paulo,CAMBUÍ,Panobianco,Campinas,São Paulo,0.659
Parque Industrial,Smartfit,São José dos Campos,São Paulo,SÃO JOSÉ DOS CAMPOS – PALMEIRAS DE SÃO JOSÉ (SP),Skyfit,São José dos Campos,São Paulo,0.241
Parque Industrial,Smartfit,São José dos Campos,São Paulo,SJC MORUMBI,Panobianco,São José dos Campos,São Paulo,0.539
Avenida Ipanema,Smartfit,Sorocaba,São Paulo,IPANEMA,Panobianco,Sorocaba,São Paulo,0.888
Chácara Primavera,Smartfit,Campinas,São Paulo,MANSÕES – CAMPINAS (SP),Skyfit,Campinas,São Paulo,0.938
Chácara Primavera,Smartfit,Campinas,São Paulo,CHÁCARA PRIMAVERA,Panobianco,Campinas,São Paulo,0.469
Satelite,Smartfit,São José dos Campos,São Paulo,SJC SATÉLITE,Panobianco,São José dos Campos,São Paulo,0.656
Barão Geraldo,Smartfit,Campinas,São Paulo,BARÃO GERALDO – CAMPINAS (SP),Skyfit,Campinas,São Paulo,0.583
Hortolândia,Smartfit,Hortolândia,São Paulo,HORTOLÂNDIA (SP),Skyfit,Hortolândia,São Paulo,0.61
Paulínia,Smartfit,Paulínia,São Paulo,JOSÉ PAULINO,Panobianco,Paulínia,São Paulo,0.622
Boituva,Smartfit,Boituva,São Paulo,BOITUVA,Panobianco,Boituva,São Paulo,0.122
Taubaté,Smartfit,Taubaté,São Paulo,TAUBATÉ (SP),Skyfit,Taubaté,São Paulo,0.921
Extra Taubaté,Smartfit,Taubaté,São Paulo,TAUBATÉ CENTRO,Panobianco,Taubaté,São Paulo,0.315
Limeira,Smartfit,Limeira,São Paulo,LIMEIRA CENTRO,Panobianco,Limeira,São Paulo,0.424
Limeira II - Av. Comendador Agostinho Prada,Smartfit,Limeira,São Paulo,PAGUE MENOS LIMEIRA,Panobianco,Limeira,São Paulo,0.679
Mogi Guaçu,Smartfit,Mogi Guaçu,São Paulo,MOGI GUAÇU MALL (SP),Skyfit,Mogi Guaçu,São Paulo,0.547
Av. 31 de Março,Smartfit,Piracicaba,São Paulo,PAULICÉIA PIRACICABA,Panobianco,Piracicaba,São Paulo,0.302
Pinda,Smartfit,Pindamonhangaba,São Paulo,PINDAMONHANGABA (SP),Skyfit,Pindamonhangaba,São Paulo,0.85
Araras,Smartfit,Araras,São Paulo,ARARAS CENTRO,Panobianco,Araras,São Paulo,0.475
Buriti Shopping Guaratinguetá,Smartfit,Guaratinguetá,São Paulo,GUARÁ,Panobianco,Guaratinguetá,São Paulo,0.451
São João da Boa Vista,Smartfit,São João da Boa Vista,São Paulo,SÃO JOÃO DA BOA VISTA (SP),Skyfit,,,0.198
Poços de Caldas,Smartfit,Poços de Caldas,Minas Gerais,POÇOS DE CALDAS,Panobianco,Poços de Caldas,Minas Gerais,0.724
Avaré,Smartfit,Avaré,São Paulo,AVARÉ (SP),Skyfit,Avaré,São Paulo,0.342
Av. Trinta e Seis,Smartfit,Araraquara,São Paulo,ARARAQUARA (SP),Skyfit,Araraquara,São Paulo,0.43
Av. Getúlio Vargas II,Smartfit,Bauru,São Paulo,CITY TOWERS – BAURU (SP),Skyfit,Bauru,São Paulo,0.434
Neo,Smartfit,Ribeirão Preto,São Paulo,FRANCISCO JUNQUEIRA – RIBEIRÃO PRETO (SP),Skyfit,Ribeirão Preto,São Paulo,0.493
Neo,Smartfit,Ribeirão Preto,São Paulo,13 DE MAIO,Panobianco,Ribeirão Preto,São Paulo,0.976
Guiomar Novaes,Smartfit,Rio de Janeiro,Rio de Janeiro,RECREIO – RIO DE JANEIRO (RJ),Skyfit,Rio de Janeiro,Rio de Janeiro,0.602
Queimados,Smartfit,Queimados,Rio de Janeiro,QUEIMADOS,Panobianco,Queimados,Rio de Janeiro,0.413
Gelson Fonseca,Smartfit,Rio de Janeiro,Rio de Janeiro,Bosque da Barra,Smartfit,Rio de Janeiro,Rio de Janeiro,0.447
Abílio Távora,Smartfit,Nova Iguaçu,Rio de Janeiro,Mário Guimarães,Smartfit,Nova Iguaçu,Rio de Janeiro,0.348
Abílio Távora,Smartfit,Nova Iguaçu,Rio de Janeiro,Dom Walmor,Smartfit,Nova Iguaçu,Rio de Janeiro,0.667
Mário Guimarães,Smartfit,Nova Iguaçu,Rio de Janeiro,Dom Walmor,Smartfit,Nova Iguaçu,Rio de Janeiro,0.504
Dom Walmor,Smartfit,Nova Iguaçu,Rio de Janeiro,Via Light,Smartfit,Nova Iguaçu,Rio de Janeiro,0.996
Tindiba,Smartfit,Rio de Janeiro,Rio de Janeiro,RIO DE JANEIRO – TAQUARA (RJ),Skyfit,Rio de Janeiro,Rio de Janeiro,0.505
Fazendinha,Smartfit,Curitiba,Paraná,CURITIBA 1 (PR),Skyfit,Curitiba,Paraná,0.924
Barra Garden,Smartfit,Rio de Janeiro,Rio de Janeiro,Guanabara Barra,Smartfit,Rio de Janeiro,Rio de Janeiro,0.365
Estrada de Jacarepaguá,Smartfit,Rio de Janeiro,Rio de Janeiro,Jacarepaguá,Smartfit,Rio de Janeiro,Rio de Janeiro,0.656
Estrada de Jacarepaguá,Smartfit,Rio de Janeiro,Rio de Janeiro,SHOPPING FREGUESIA (RJ),Skyfit,Rio de Janeiro,Rio de Janeiro,0.376
Shopping Rio das Pedras,Smartfit,Rio de Janeiro,Rio de Janeiro,RIO DAS PEDRAS,Panobianco,Rio de Janeiro,Rio de Janeiro,0.536
Jacarepaguá,Smartfit,Rio de Janeiro,Rio de Janeiro,SHOPPING FREGUESIA (RJ),Skyfit,Rio de Janeiro,Rio de Janeiro,0.708
Guanabara Campinho,Smartfit,Rio de Janeiro,Rio de Janeiro,Madureira,Smartfit,Rio de Janeiro,Rio de Janeiro,0.82
Guanabara Campinho,Smartfit,Rio de Janeiro,Rio de Janeiro,RIO DE JANEIRO – CAMPINHO (RJ),Skyfit,Rio de Janeiro,Rio de Janeiro,0.51
Madureira Shopping,Smartfit,Rio de Janeiro,Rio de Janeiro,Madureira,Smartfit,Rio de Janeiro,Rio de Janeiro,0.476
Shopping Méier,Smartfit,Rio de Janeiro,Rio de Janeiro,Méier,Smartfit,Rio de Janeiro,Rio de Janeiro,0.209
Duque de Caxias 2,Smartfit,Duque de Caxias,Rio de Janeiro,Duque de Caxias,Smartfit,Duque de Caxias,Rio de Janeiro,0.706
Duque de Caxias 2,Smartfit,Duque de Caxias,Rio de Janeiro,DUQUE DE CAXIAS (RJ),Skyfit,Duque de Caxias,Rio de Janeiro,0.574
NorteShopping,Smartfit,Rio de Janeiro,Rio de Janeiro,Dom Helder,Smartfit,Rio de Janeiro,Rio de Janeiro,0.275
Duque de Caxias,Smartfit,Duque de Caxias,Rio de Janeiro,DUQUE DE CAXIAS (RJ),Skyfit,Duque de Caxias,Rio de Janeiro,0.669
Uruguai,Smartfit,Rio de Janeiro,Rio de Janeiro,Rua Conde de Bonfim II,Smartfit,Rio de Janeiro,Rio de Janeiro,0.943
Uruguai,Smartfit,Rio de Janeiro,Rio de Janeiro,Av. Maracanã I,Smartfit,Rio de Janeiro,Rio de Janeiro,0.724
Vila Isabel,Smartfit,Rio de Janeiro,Rio de Janeiro,Boulevard 28,Smartfit,Rio de Janeiro,Rio de Janeiro,0.975
Dias Ferreira,Smartfit,Rio de Janeiro,Rio de Janeiro,Bartolomeu Mitre,Smartfit,Rio de Janeiro,Rio de Janeiro,0.589
Dias Ferreira,Smartfit,Rio de Janeiro,Rio de Janeiro,Leblon,Smartfit,Rio de Janeiro,Rio de Janeiro,0.775
Rua Conde de Bonfim II,Smartfit,Rio de Janeiro,Rio de Janeiro,Av. Maracanã I,Smartfit,Rio de Janeiro,Rio de Janeiro,0.444
Rua Conde de Bonfim II,Smartfit,Rio de Janeiro,Rio de Janeiro,Rua Conde de Bonfim I,Smartfit,Rio de Janeiro,Rio de Janeiro,0.715
Av. Maracanã I,Smartfit,Rio de Janeiro,Rio de Janeiro,Rua Conde de Bonfim I,Smartfit,Rio de Janeiro,Rio de Janeiro,0.462
Bartolomeu Mitre,Smartfit,Rio de Janeiro,Rio de Janeiro,Leblon,Smartfit,Rio de Janeiro,Rio de Janeiro,0.347
Boulevard 28,Smartfit,Rio de Janeiro,Rio de Janeiro,Av. Maracanã II,Smartfit,Rio de Janeiro,Rio de Janeiro,0.837
Rua Conde de Bonfim I,Smartfit,Rio de Janeiro,Rio de Janeiro,Av. Maracanã II,Smartfit,Rio de Janeiro,Rio de Janeiro,0.936
Barão da Torre,Smartfit,Rio de Janeiro,Rio de Janeiro,Visconde de Pirajá,Smartfit,Rio de Janeiro,Rio de Janeiro,0.702
Barão da Torre,Smartfit,Rio de Janeiro,Rio de Janeiro,Ipanema,Smartfit,Rio de Janeiro,Rio de Janeiro,0.781
Visconde de Pirajá,Smartfit,Rio de Janeiro,Rio de Janeiro,Ipanema,Smartfit,Rio de Janeiro,Rio de Janeiro,0.115
Visconde de Pirajá,Smartfit,Rio de Janeiro,Rio de Janeiro,Francisco Sá,Smartfit,Rio de Janeiro,Rio de Janeiro,0.879
Ipanema,Smartfit,Rio de Janeiro,Rio de Janeiro,Francisco Sá,Smartfit,Rio de Janeiro,Rio de Janeiro,0.772
Humaitá,Smartfit,Rio de Janeiro,Rio de Janeiro,Voluntários da Pátria II,Smartfit,Rio de Janeiro,Rio de Janeiro,0.82
Francisco Sá,Smartfit,Rio de Janeiro,Rio de Janeiro,Nsa. Copacabana 928,Smartfit,Rio de Janeiro,Rio de Janeiro,0.894
Pompeu Loureiro,Smartfit,Rio de Janeiro,Rio de Janeiro,Nsa. Copacabana 928,Smartfit,Rio de Janeiro,Rio de Janeiro,0.321
Pompeu Loureiro,Smartfit,Rio de Janeiro,Rio de Janeiro,Nsa. Copacabana 749,Smartfit,Rio de Janeiro,Rio de Janeiro,0.455
Pompeu Loureiro,Smartfit,Rio de Janeiro,Rio de Janeiro,Barata Ribeiro,Smartfit,Rio de Janeiro,Rio de Janeiro,0.566
Pompeu Loureiro,Smartfit,Rio de Janeiro,Rio de Janeiro,Nsa. Copacabana 690,Smartfit,Rio de Janeiro,Rio de Janeiro,0.596
Pompeu Loureiro,Smartfit,Rio de Janeiro,Rio de Janeiro,Copacabana Siqueira Campos,Smartfit,Rio de Janeiro,Rio de Janeiro,0.941
Pompeu Loureiro,Smartfit,Rio de Janeiro,Rio de Janeiro,COPACABANA (RJ),Skyfit,Rio de Janeiro,Rio de Janeiro,0.574
Voluntários da Pátria II,Smartfit,Rio de Janeiro,Rio de Janeiro,Voluntários da Pátria I,Smartfit,Rio de Janeiro,Rio de Janeiro,0.634
Nsa. Copacabana 928,Smartfit,Rio de Janeiro,Rio de Janeiro,Nsa. Copacabana 749,Smartfit,Rio de Janeiro,Rio de Janeiro,0.395
Nsa. Copacabana 928,Smartfit,Rio de Janeiro,Rio de Janeiro,Barata Ribeiro,Smartfit,Rio de Janeiro,Rio de Janeiro,0.647
Nsa. Copacabana 928,Smartfit,Rio de Janeiro,Rio de Janeiro,Nsa. Copacabana 690,Smartfit,Rio de Janeiro,Rio de Janeiro,0.595
Nsa. Copacabana 928,Smartfit,Rio de Janeiro,Rio de Janeiro,COPACABANA (RJ),Skyfit,Rio de Janeiro,Rio de Janeiro,0.567
Nsa. Copacabana 749,Smartfit,Rio de Janeiro,Rio de Janeiro,Barata Ribeiro,Smartfit,Rio de Janeiro,Rio de Janeiro,0.294
Nsa. Copacabana 749,Smartfit,Rio de Janeiro,Rio de Janeiro,Nsa. Copacabana 690,Smartfit,Rio de Janeiro,Rio de Janeiro,0.203
Nsa. Copacabana 749,Smartfit,Rio de Janeiro,Rio de Janeiro,Copacabana Siqueira Campos,Smartfit,Rio de Janeiro,Rio de Janeiro,0.659
Nsa. Copacabana 749,Smartfit,Rio de Janeiro,Rio de Janeiro,Tonelero,Smartfit,Rio de Janeiro,Rio de Janeiro,0.936
Nsa. Copacabana 749,Smartfit,Rio de Janeiro,Rio de Janeiro,COPACABANA (RJ),Skyfit,Rio de Janeiro,Rio de Janeiro,0.174
Barata Ribeiro,Smartfit,Rio de Janeiro,Rio de Janeiro,Nsa. Copacabana 690,Smartfit,Rio de Janeiro,Rio de Janeiro,0.154
Barata Ribeiro,Smartfit,Rio de Janeiro,Rio de Janeiro,Copacabana Siqueira Campos,Smartfit,Rio de Janeiro,Rio de Janeiro,0.391
Barata Ribeiro,Smartfit,Rio de Janeiro,Rio de Janeiro,Tonelero,Smartfit,Rio de Janeiro,Rio de Janeiro,0.729
Barata Ribeiro,Smartfit,Rio de Janeiro,Rio de Janeiro,COPACABANA (RJ),Skyfit,Rio de Janeiro,Rio de Janeiro,0.166
Nsa. Copacabana 690,Smartfit,Rio de Janeiro,Rio de Janeiro,Copacabana Siqueira Campos,Smartfit,Rio de Janeiro,Rio de Janeiro,0.461
Nsa. Copacabana 690,Smartfit,Rio de Janeiro,Rio de Janeiro,Tonelero,Smartfit,Rio de Janeiro,Rio de Janeiro,0.736
Nsa. Copacabana 690,Smartfit,Rio de Janeiro,Rio de Janeiro,COPACABANA (RJ),Skyfit,Rio de Janeiro,Rio de Janeiro,0.029
Voluntários da Pátria I,Smartfit,Rio de Janeiro,Rio de Janeiro,Bambina,Smartfit,Rio de Janeiro,Rio de Janeiro,0.666
Voluntários da Pátria I,Smartfit,Rio de Janeiro,Rio de Janeiro,Rua da Passagem,Smartfit,Rio de Janeiro,Rio de Janeiro,0.933
Copacabana Siqueira Campos,Smartfit,Rio de Janeiro,Rio de Janeiro,Tonelero,Smartfit,Rio de Janeiro,Rio de Janeiro,0.389
Copacabana Siqueira Campos,Smartfit,Rio de Janeiro,Rio de Janeiro,COPACABANA (RJ),Skyfit,Rio de Janeiro,Rio de Janeiro,0.489
Tonelero,Smartfit,Rio de Janeiro,Rio de Janeiro,COPACABANA (RJ),Skyfit,Rio de Janeiro,Rio de Janeiro,0.764
Bambina,Smartfit,Rio de Janeiro,Rio de Janeiro,Rua da Passagem,Smartfit,Rio de Janeiro,Rio de Janeiro,0.984
Rua Riachuelo,Smartfit,Rio de Janeiro,Rio de Janeiro,Praça Passeio Público,Smartfit,Rio de Janeiro,Rio de Janeiro,0.805
Largo do Machado,Smartfit,Rio de Janeiro,Rio de Janeiro,Marquês de Abrantes,Smartfit,Rio de Janeiro,Rio de Janeiro,0.308
Largo do Machado,Smartfit,Rio de Janeiro,Rio de Janeiro,Senador Vergueiro,Smartfit,Rio de Janeiro,Rio de Janeiro,0.623
Marquês de Abrantes,Smartfit,Rio de Janeiro,Rio de Janeiro,Senador Vergueiro,Smartfit,Rio de Janeiro,Rio de Janeiro,0.332
Uruguaiana,Smartfit,Rio de Janeiro,Rio de Janeiro,Praça Passeio Público,Smartfit,Rio de Janeiro,Rio de Janeiro,0.972
Uruguaiana,Smartfit,Rio de Janeiro,Rio de Janeiro,Metrô Carioca,Smartfit,Rio de Janeiro,Rio de Janeiro,0.437
Uruguaiana,Smartfit,Rio de Janeiro,Rio de Janeiro,CENTRO RIO – RIO DE JANEIRO (RJ),Skyfit,Rio de Janeiro,Rio de Janeiro,0.379
Praça Passeio Público,Smartfit,Rio de Janeiro,Rio de Janeiro,Metrô Carioca,Smartfit,Rio de Janeiro,Rio de Janeiro,0.593
Praça Passeio Público,Smartfit,Rio de Janeiro,Rio de Janeiro,CENTRO RIO – RIO DE JANEIRO (RJ),Skyfit,Rio de Janeiro,Rio de Janeiro,0.84
Metrô Carioca,Smartfit,Rio de Janeiro,Rio de Janeiro,CENTRO RIO – RIO DE JANEIRO (RJ),Skyfit,Rio de Janeiro,Rio de Janeiro,0.258
Mariz e Barros,Smartfit,Niterói,Rio de Janeiro,João Pessoa,Smartfit,Niterói,Rio de Janeiro,0.944
Bucarein,Smartfit,Joinville,Santa Catarina,Shopping Estação Joinville,Smartfit,Joinville,Santa Catarina,0.609
Itaborai,Smartfit,Itaboraí,Rio de Janeiro,ITABORAÍ,Panobianco,Itaboraí,Rio de Janeiro,0.364
Maricá,Smartfit,Maricá,Rio de Janeiro,FLAMENGO – MARICÁ (RJ),Skyfit,Maricá,Rio de Janeiro,0.112
Divinópolis,Smartfit,Divinópolis,Minas Gerais,CENTRO DIVINÓPOLIS (MG),Skyfit,Divinópolis,Minas Gerais,0.885
Blumenau,Smartfit,Blumenau,Santa Catarina,ITOUPAVA NORTE,Panobianco,Blumenau,Santa Catarina,0.606
Quintino,Smartfit,Londrina,Paraná,HUGO CABRAL (PR),Skyfit,Londrina,Paraná,0.451
Quintino,Smartfit,Londrina,Paraná,LONDRINA CENTRO,Panobianco,Londrina,Paraná,0.471
Araçatuba,Smartfit,Araçatuba,São Paulo,ARAÇATUBA (SP),Skyfit,Araçatuba,São Paulo,0.703
Cabo Frio,Smartfit,Cabo Frio,Rio de Janeiro,CABO FRIO,Panobianco,Cabo Frio,Rio de Janeiro,0.786
Votuporanga,Smartfit,Votuporanga,São Paulo,VOTUPORANGA,Panobianco,Votuporanga,São Paulo,0.545
Rua Rio de Janeiro,Smartfit,Belo Horizonte,Minas Gerais,Shopping Cidade,Smartfit,Belo Horizonte,Minas Gerais,0.993
Horto,Smartfit,Belo Horizonte,Minas Gerais,ANDRADAS – BELO HORIZONTE (MG),Skyfit,Belo Horizonte,Minas Gerais,0.888
Venda Nova,Smartfit,Belo Horizonte,Minas Gerais,ALVARO CAMARGOS – BELO HORIZONTE (MG),Skyfit,Belo Horizonte,Minas Gerais,0.923
Estação BH,Smartfit,Belo Horizonte,Minas Gerais,ALVARO CAMARGOS – BELO HORIZONTE (MG),Skyfit,Belo Horizonte,Minas Gerais,0.868
Maringá - Av. Tuiuti,Smartfit,Maringá,Paraná,MARINGÁ,Panobianco,Maringá,Paraná,0.658
Praia da Costa,Smartfit,Vila Velha,Espírito Santo,Praia da Costa II,Smartfit,Vila Velha,Espírito Santo,0.577
Reta da Penha,Smartfit,Vitória,Espírito Santo,Praia do Canto,Smartfit,Vitória,Espírito Santo,0.893
Reta da Penha,Smartfit,Vitória,Espírito Santo,Praia do Canto I,Smartfit,Vitória,Espírito Santo,0.893
Praia do Canto,Smartfit,Vitória,Espírito Santo,Praia do Canto I,Smartfit,Vitória,Espírito Santo,0.0
Buriti Shopping,Smartfit,Aparecida de Goiânia,Goiás,NOVA ERA (GO),Skyfit,Aparecida de Goiânia,Goiás,0.572
Goiânia Alto Bueno,Smartfit,Goiânia,Goiás,GOIÂNIA 3 – AV T-63 (GO),Skyfit,Goiânia,Goiás,0.693
Jardim Europa,Smartfit,Goiânia,Goiás,Vila Alpes,Smartfit,Goiânia,Goiás,0.708
Setor Oeste,Smartfit,Goiânia,Goiás,SETOR OESTE,Panobianco,Goiânia,Goiás,0.407
Recanto das Emas,Smartfit,Brasília,Distrito Federal,BRASÍLIA (DF),Skyfit,Brasília,Distrito Federal,0.214
Samambaia III,Smartfit,Brasília,Distrito Federal,SAMAMBAIA,Panobianco,Brasília,Distrito Federal,0.363
Samambaia Norte,Smartfit,Brasília,Distrito Federal,SAMAMBAIA – BRASÍLIA (DF),Skyfit,Brasília,Distrito Federal,0.917
Guará II Unidade 2,Smartfit,Brasília,Distrito Federal,Guará II Unidade 3,Smartfit,Brasília,Distrito Federal,0.666
Manhattan Shopping,Smartfit,Brasília,Distrito Federal,Águas Claras I,Smartfit,Brasília,Distrito Federal,0.554
Manhattan Shopping,Smartfit,Brasília,Distrito Federal,Águas Claras V,Smartfit,Brasília,Distrito Federal,0.676
Águas Claras VI - Rua Manacá,Smartfit,Brasília,Distrito Federal,Águas Claras I,Smartfit,Brasília,Distrito Federal,0.927
Águas Claras VI - Rua Manacá,Smartfit,Brasília,Distrito Federal,Águas Claras V,Smartfit,Brasília,Distrito Federal,0.857
Águas Claras I,Smartfit,Brasília,Distrito Federal,Águas Claras V,Smartfit,Brasília,Distrito Federal,0.122
511 Sul,Smartfit,Brasília,Distrito Federal,509 Sul,Smartfit,Brasília,Distrito Federal,0.607
511 Sul,Smartfit,Brasília,Distrito Federal,Dom Bosco,Smartfit,Brasília,Federal District,0.936
Águas Claras IV,Smartfit,Brasília,Distrito Federal,DF Plaza Shopping,Smartfit,Brasília,Distrito Federal,0.348
509 Sul,Smartfit,Brasília,Distrito Federal,Dom Bosco,Smartfit,Brasília,Federal District,0.794
Dia-a-Dia Rua 4A,Smartfit,Brasília,Distrito Federal,Taguatinga Norte,Smartfit,Brasília,Distrito Federal,0.688
Taguatinga Norte,Smartfit,Brasília,Distrito Federal,Brazlândia,Smartfit,Brasília,Distrito Federal,0.436
Sudoeste I,Smartfit,Brasília,Distrito Federal,SIG,Smartfit,Brasília,Distrito Federal,0.115
Ceilandia Mall,Smartfit,Brasília,Distrito Federal,Ceilândia Norte,Smartfit,Brasília,Distrito Federal,0.911
Ceilândia Norte,Smartfit,Brasília,Distrito Federal,CEILÂNDIA – BRASÍLIA (DF),Skyfit,Brasília,Distrito Federal,0.948
